Year,Name,Position,Date of Birth,Caps,Club
1934,Armandinho,4FW,(1911-03-06)6 March 1911 (aged 23),0,São Paulo
1934,Áttila,4FW,(1910-12-16)16 December 1910 (aged 23),0,Botafogo
1934,Canalli,3MF,(1907-03-12)12 March 1907 (aged 27),1,Botafogo
1934,Carvalho Leite,4FW,(1912-06-25)25 June 1912 (aged 21),4,Botafogo
1934,Domingos da Guia,2DF,(1912-11-19)19 November 1912 (aged 25),2,Vasco da Gama
1934,Germano,1GK,(1911-03-14)14 March 1911 (aged 23),0,Botafogo
1934,Leônidas,4FW,(1913-11-06)6 November 1913 (aged 20),1,Vasco da Gama
1934,Luiz Luz,2DF,(1909-11-29)29 November 1909 (aged 24),0,Americano-RS
1934,Luisinho,4FW,(1911-03-29)29 March 1911 (aged 23),0,São Paulo
1934,Martim,3MF,(1911-03-02)2 March 1911 (aged 23),1,Botafogo
1934,Octacílio,2DF,(1909-11-21)21 November 1909 (aged 24),0,Botafogo
1934,Pamplona,3MF,(1904-03-24)24 March 1904 (aged 30),2,Botafogo
1934,Patesko,4FW,(1910-11-12)12 November 1910 (aged 23),0,Nacional
1934,Pedrosa,1GK,(1913-07-08)8 July 1913 (aged 20),0,Botafogo
1934,Sylvio Hoffmann,2DF,(1908-05-15)15 May 1908 (aged 26),0,São Paulo
1934,Tinoco,3MF,(1904-12-02)2 December 1904 (aged 29),0,Vasco da Gama
1934,Tunga,4FW,(1908-12-17)17 December 1908 (aged 25),0,Palestra Italia
1934,Waldyr,3MF,(1912-03-21)21 March 1912 (aged 22),0,Botafogo
1934,Waldemar de Brito,4FW,(1913-05-17)17 May 1913 (aged 21),0,São Paulo
1934,Jaroslav Bouček,3MF,(1912-11-13)13 November 1912 (aged 21),1,Sparta Prague
1934,Jaroslav Burgr,2DF,(1906-03-07)7 March 1906 (aged 28),31,Sparta Prague
1934,Štefan Čambal,3MF,(1908-12-17)17 December 1908 (aged 25),14,Slavia Prague
1934,Josef Čtyřoký,2DF,(1906-09-30)30 September 1906 (aged 27),18,Sparta Prague
1934,Ferdinand Daučík,2DF,(1910-05-31)31 May 1910 (aged 23),1,ČsŠK Bratislava
1934,František Junek,4FW,(1907-01-17)17 January 1907 (aged 27),26,Slavia Prague
1934,Géza Kalocsay,4FW,(1913-05-30)30 May 1913 (aged 20),1,Sparta Prague
1934,Vlastimil Kopecký,3MF,(1912-10-14)14 October 1912 (aged 21),4,Slavia Prague
1934,Josef Košťálek,3MF,(1909-08-31)31 August 1909 (aged 24),11,Sparta Prague
1934,Rudolf Krčil,3MF,(1906-03-05)5 March 1906 (aged 28),12,Slavia Prague
1934,Oldřich Nejedlý,4FW,(1909-12-25)25 December 1909 (aged 24),14,Sparta Prague
1934,Čestmír Patzel,1GK,(1914-12-02)2 December 1914 (aged 19),0,Teplitzer FK
1934,František Plánička,1GK,(1904-06-02)2 June 1904 (aged 29),48,Slavia Prague
1934,Antonín Puč,4FW,(1907-05-16)16 May 1907 (aged 27),42,Slavia Prague
1934,Josef Silný,4FW,(1902-01-23)23 January 1902 (aged 32),49,Nîmes
1934,Adolf Šimperský,3MF,(1909-08-05)5 August 1909 (aged 24),11,Slavia Prague
1934,Jiří Sobotka,4FW,(1911-06-06)6 June 1911 (aged 22),3,Slavia Prague
1934,Erich Srbek,4FW,(1908-06-04)4 June 1908 (aged 25),6,Sparta Prague
1934,František Šterc,4FW,(1912-01-27)27 January 1912 (aged 22),0,Židenice
1934,František Svoboda,4FW,(1906-08-05)5 August 1906 (aged 27),39,Slavia Prague
1934,Antonín Vodička,3MF,(1907-03-01)1 March 1907 (aged 27),14,Slavia Prague
1934,Ladislav Ženíšek,2DF,(1904-03-07)7 March 1904 (aged 30),15,Slavia Prague
1934,Mohammed Bakhati,3MF,,1,Zamalek Mokhtalat
1934,Hassan El-Far,3MF,(1912-05-21)21 May 1912 (aged 22),2,Zamalek Mokhtalat
1934,Mahmoud El-Nigero,4FW,,0,Cairo Shourta Police
1934,Ali El-Kaf,2DF,(1906-06-15)15 June 1906 (aged 27),2,Zamalek Mokhtalat
1934,Yacout El-Soury,2DF,,4,Al-Ittihad
1934,Mahmoud 'El-Tetsh' Mokhtar,4FW,(1907-12-23)23 December 1907 (aged 26),5,Al Ahly
1934,Aziz Fahmy,1GK,,1,Al Ahly
1934,Abdulrahman Fawzi,4FW,(1909-08-11)11 August 1909 (aged 24),2,Al-Masry AC Port Said
1934,Ahmed Halim Ibrahim,3MF,(1910-02-10)10 February 1910 (aged 24),,Zamalek Mokhtalat
1934,Hamidu,2DF,,2,Al-Olympi Alexandria
1934,Mohammed Hassan,4FW,(1905-02-05)5 February 1905 (aged 29),-,Al-Masry AC Port Said
1934,Hafez Kasseb,3MF,,0,Al-Olympi Alexandria
1934,Mohamed Latif,4FW,(1909-10-23)23 October 1909 (aged 24),2,Zamalek Mokhtalat
1934,Labib Mahmoud,4FW,,0,Al Ahly
1934,Mustafa Mansour,1GK,(1914-08-02)2 August 1914 (aged 19),,Al Ahly
1934,Kamel Mosaoud,4FW,(1914-08-02)2 August 1914 (aged 19),,Al Ahly
1934,Ismail Rafaat,3MF,(1912-03-12)12 March 1912 (aged 22),0,Zamalek Mokhtalat
1934,Hassan Raghab,3MF,(1909-01-01)1 January 1909 (aged 25),2,Union Recreation Ithad
1934,Mostafa Taha,4FW,(1910-03-23)23 March 1910 (aged 24),,Zamalek Mokhtalat
1934,Moustafa Helmi Youssef,3MF,(1911-06-11)11 June 1911 (aged 22),0,Al-Masry AC Port Said
1934,Joseph Alcazar,4FW,(1911-06-15)15 June 1911 (aged 22),9,Marseille
1934,Alfred Aston,4FW,(1912-05-16)16 May 1912 (aged 22),4,Red Star Paris
1934,Georges Beaucourt,3MF,(1912-04-15)15 April 1912 (aged 22),0,Lille
1934,Roger Courtois,4FW,(1912-05-30)30 May 1912 (aged 21),1,Sochaux
1934,Robert Défossé,1GK,(1909-06-16)16 June 1909 (aged 24),8,Lille
1934,Edmond Delfour,3MF,(1907-11-01)1 November 1907 (aged 26),24,Racing Club
1934,Célestin Delmer,3MF,(1907-02-15)15 February 1907 (aged 27),11,Excelsior Roubaix
1934,Louis Gabrillargues,3MF,(1914-06-16)16 June 1914 (aged 19),0,Sète
1934,Joseph Gonzales,2DF,(1907-02-19)19 February 1907 (aged 27),0,Fives
1934,Fritz Keller,4FW,(1913-08-21)21 August 1913 (aged 20),1,Strasbourg
1934,Pierre Korb,4FW,(1908-04-20)20 April 1908 (aged 26),12,Mulhouse
1934,Lucien Laurent,4FW,(1907-12-10)10 December 1907 (aged 26),9,CA Paris
1934,Noël Liétaer,3MF,(1908-11-17)17 November 1908 (aged 25),5,Excelsior Roubaix
1934,René Llense,1GK,(1913-07-14)14 July 1913 (aged 20),0,Sète
1934,Jacques Mairesse,2DF,(1905-02-27)27 February 1905 (aged 29),5,Red Star Paris
1934,Étienne Mattler,2DF,(1905-12-25)25 December 1905 (aged 28),21,Sochaux
1934,Jean Nicolas,4FW,(1913-06-09)9 June 1913 (aged 20),11,Rouen
1934,Roger Rio,3MF,(1913-02-13)13 February 1913 (aged 21),10,Rouen
1934,Alex Thépot,1GK,(1906-07-30)30 July 1906 (aged 27),27,Red Star Paris
1934,Jules Vandooren,2DF,(1908-12-30)30 December 1908 (aged 25),7,Lille
1934,Émile Veinante,4FW,(1907-06-12)12 June 1907 (aged 26),11,Racing Club
1934,Georges Verriest,3MF,(1909-07-15)15 July 1909 (aged 24),4,Excelsior Roubaix
1934,Ernst Albrecht,3MF,(1907-11-12)12 November 1907 (aged 26),17,Fortuna Düsseldorf
1934,Jakob Bender,3MF,(1910-03-23)23 March 1910 (aged 24),3,Fortuna Düsseldorf
1934,Fritz Buchloh,1GK,(1909-11-26)26 November 1909 (aged 24),5,VfB Speldorf
1934,Willy Busch,2DF,(1907-01-04)4 January 1907 (aged 27),2,TuS Duisburg
1934,Edmund Conen,4FW,(1914-11-10)10 November 1914 (aged 19),1,FV Saarbrücken
1934,Franz Dienert,4FW,(1900-01-01)1 January 1900 (aged 34),0,VfB Mühlburg
1934,Rudolf Gramlich,3MF,(1908-06-06)6 June 1908 (aged 25),7,Eintracht Frankfurt
1934,Sigmund Haringer,2DF,(1908-12-09)9 December 1908 (aged 25),8,Bayern Munich
1934,Matthias Heidemann,4FW,(1912-02-07)7 February 1912 (aged 22),1,Werder Bremen
1934,Karl Hohmann,3MF,(1908-06-18)18 June 1908 (aged 25),8,VfL Benrath
1934,Hans Jakob,1GK,(1908-06-16)16 June 1908 (aged 25),8,Jahn Regensburg
1934,Paul Janes,2DF,(1912-03-10)10 March 1912 (aged 22),5,Fortuna Düsseldorf
1934,Stanislaus Kobierski,4FW,(1910-11-15)15 November 1910 (aged 23),12,Fortuna Düsseldorf
1934,Willibald Kreß,1GK,(1906-11-13)13 November 1906 (aged 27),13,Dresdner SC
1934,Ernst Lehner,4FW,(1912-11-07)7 November 1912 (aged 21),3,TSV Schwaben Augsburg
1934,Reinhold Münzenberg,2DF,(1909-01-25)25 January 1909 (aged 25),4,Alemannia Aachen
1934,Rudolf Noack,4FW,(1913-03-20)20 March 1913 (aged 21),1,SV Hamburg
1934,Hans Schwartz,2DF,(1913-03-01)1 March 1913 (aged 21),0,Viktoria Hamburg
1934,Otto Siffling,4FW,(1912-08-03)3 August 1912 (aged 21),0,Waldhof Mannheim
1934,Josef Streb,4FW,(1912-04-16)16 April 1912 (aged 22),0,Wacker München
1934,Fritz Szepan,4FW,(1907-09-02)2 September 1907 (aged 26),4,Schalke 04
1934,Paul Zielinski,3MF,(1911-11-20)20 November 1911 (aged 22),0,Union Hamborn
1934,István Avar,4FW,(1905-05-30)30 May 1905 (aged 28),17,Újpest
1934,Sándor Bíró,2DF,(1911-08-19)19 August 1911 (aged 22),13,Hungária
1934,János Dudás,3MF,(1911-02-13)13 February 1911 (aged 23),0,Hungária
1934,Gyula Futó,2DF,(1908-12-29)29 December 1908 (aged 25),0,Újpest
1934,József Háda,1GK,(1911-03-02)2 March 1911 (aged 23),11,Ferencváros
1934,Tibor Kemény,4FW,(1913-03-05)5 March 1913 (aged 21),5,Ferencváros
1934,Gyula Lázár,3MF,(1911-01-24)24 January 1911 (aged 23),19,Ferencváros
1934,Imre Markos,4FW,(1908-06-09)9 June 1908 (aged 25),13,Debreceni Bocskai
1934,István Palotás,3MF,(1908-03-05)5 March 1908 (aged 26),4,Debreceni Bocskai
1934,Gyula Polgár,3MF,(1912-02-08)8 February 1912 (aged 22),5,Ferencváros
1934,György Sárosi,4FW,(1912-09-15)15 September 1912 (aged 21),22,Ferencváros
1934,Rezső Somlai,3MF,(1911-05-22)22 May 1911 (aged 23),0,Kispest
1934,László Sternberg,2DF,(1905-05-28)28 May 1905 (aged 28),7,Újpest
1934,Antal Szabó,1GK,(1910-09-04)4 September 1910 (aged 23),10,Hungária
1934,Gábor P. Szabó,4FW,(1902-10-14)14 October 1902 (aged 31),10,Újpest
1934,Antal Szalay,3MF,(1912-03-12)12 March 1912 (aged 22),8,Újpest
1934,György Szűcs,3MF,(1912-04-23)23 April 1912 (aged 22),3,Újpest
1934,István Tamássy,4FW,(1906-06-30)30 June 1906 (aged 27),1,Újpest
1934,Pál Teleki,4FW,(1906-03-05)5 March 1906 (aged 28),6,Debreceni Bocskai
1934,Géza Toldi,4FW,(1909-02-11)11 February 1909 (aged 25),21,Ferencváros
1934,József Vágó,2DF,(1906-06-30)30 June 1906 (aged 27),1,Debreceni Bocskai
1934,Jenő Vincze,4FW,(1908-11-20)20 November 1908 (aged 25),5,Debreceni Bocskai
1934,Luigi Allemandi,2DF,(1903-11-18)18 November 1903 (aged 30),9,Ambrosiana-Inter
1934,Pietro Arcari,4FW,(1909-12-02)2 December 1909 (aged 24),0,Milan
1934,Luigi Bertolini,3MF,(1904-09-13)13 September 1904 (aged 29),19,Juventus
1934,Felice Borel,4FW,(1914-04-05)5 April 1914 (aged 20),2,Juventus
1934,Umberto Caligaris,2DF,(1901-07-26)26 July 1901 (aged 32),59,Juventus
1934,Armando Castellazzi,3MF,(1904-10-07)7 October 1904 (aged 29),2,Ambrosiana-Inter
1934,Giuseppe Cavanna,1GK,(1905-09-18)18 September 1905 (aged 28),0,Napoli
1934,Gianpiero Combi,1GK,(1902-11-20)20 November 1902 (aged 31),42,Juventus
1934,Attilio Demaria,4FW,(1909-03-19)19 March 1909 (aged 25),1,Ambrosiana-Inter
1934,Giovanni Ferrari,4FW,(1907-12-06)6 December 1907 (aged 26),19,Juventus
1934,Attilio Ferraris,3MF,(1904-03-26)26 March 1904 (aged 30),22,Roma
1934,Enrique Guaita,4FW,(1910-07-11)11 July 1910 (aged 23),2,Roma
1934,Anfilogino Guarisi,4FW,(1905-12-26)26 December 1905 (aged 28),5,Lazio
1934,Guido Masetti,1GK,(1907-11-22)22 November 1907 (aged 26),0,Roma
1934,Giuseppe Meazza,3MF,(1910-08-23)23 August 1910 (aged 23),22,Ambrosiana-Inter
1934,Luis Monti,3MF,(1901-05-15)15 May 1901 (aged 33),10,Juventus
1934,Eraldo Monzeglio,2DF,(1906-06-05)5 June 1906 (aged 27),12,Bologna
1934,Raimundo Orsi,4FW,(1901-12-02)2 December 1901 (aged 32),27,Juventus
1934,Mario Pizziolo,3MF,(1909-12-07)7 December 1909 (aged 24),8,Fiorentina
1934,Virginio Rosetta,2DF,(1902-02-25)25 February 1902 (aged 32),51,Juventus
1934,Angelo Schiavio,4FW,(1905-10-15)15 October 1905 (aged 28),17,Bologna
1934,Mario Varglien,3MF,(1905-12-26)26 December 1905 (aged 28),0,Juventus
1934,Wim Anderiesen,3MF,(1903-11-27)27 November 1903 (aged 30),20,Ajax
1934,Beb Bakhuys,4FW,(1909-04-16)16 April 1909 (aged 25),7,ZAC
1934,Jan Graafland,4FW,(1909-08-21)21 August 1909 (aged 24),0,HBS Craeyenhout
1934,Leo Halle,1GK,(1903-02-17)17 February 1903 (aged 31),2,Go Ahead Eagles Deventer
1934,Wim Langendaal,4FW,(1909-04-13)13 April 1909 (aged 25),0,Xerxes Rotterdam
1934,Kees Mijnders,4FW,(1912-09-28)28 September 1912 (aged 21),3,DFC Dordrecht
1934,Jaap Mol,4FW,(1912-02-03)3 February 1912 (aged 22),5,KFC (Kooger FC)
1934,Toon Oprinsen,3MF,(1910-11-25)25 November 1910 (aged 23),1,NOAD Breda
1934,Bas Paauwe,3MF,(1911-10-04)4 October 1911 (aged 22),1,Feijenoord
1934,Henk Pellikaan,3MF,(1910-11-10)10 November 1910 (aged 23),10,Longa Tilburg
1934,Arend Schoemaker,4FW,(1911-11-08)8 November 1911 (aged 22),1,Quick Den Haag
1934,Kick Smit,4FW,(1911-11-03)3 November 1911 (aged 22),4,HFC Haarlem
1934,Gejus van der Meulen,1GK,(1903-01-23)23 January 1903 (aged 31),53,Koninklijke HFC
1934,Jan van Diepenbeek,2DF,(1903-08-05)5 August 1903 (aged 30),2,Ajax
1934,Puck van Heel,3MF,(1904-01-21)21 January 1904 (aged 30),41,Feijenoord
1934,Adri van Male,1GK,(1910-10-07)7 October 1910 (aged 23),4,Feijenoord
1934,Joop van Nellen,4FW,(1910-03-15)15 March 1910 (aged 24),17,DHC
1934,Sjef van Run,2DF,(1904-01-12)12 January 1904 (aged 30),19,PSV
1934,Leen Vente,4FW,(1911-05-14)14 May 1911 (aged 23),5,Neptunus Rotterdam
1934,Manus Vrauwdeunt,4FW,(1915-04-29)29 April 1915 (aged 19),0,Feijenoord
1934,Mauk Weber,2DF,(1914-03-01)1 March 1914 (aged 20),14,ADO Den Haag
1934,Frank Wels,4FW,(1909-02-21)21 February 1909 (aged 25),14,Unitas Gorinchem
1934,Gheorghe Albu,2DF,(1909-09-12)12 September 1909 (aged 24),20,Venus București
1934,Iuliu Baratky,4FW,(1910-05-14)14 May 1910 (aged 24),1,Crișana Oradea
1934,Silviu Bindea,4FW,(1912-10-24)24 October 1912 (aged 21),8,Ripensia Timișoara
1934,Iuliu Bodola,4FW,(1912-02-26)26 February 1912 (aged 22),20,CAO Oradea
1934,Rudolf Bürger,2DF,(1908-10-31)31 October 1908 (aged 25),14,Ripensia Timișoara
1934,Gheorghe Ciolac,4FW,(1908-08-10)10 August 1908 (aged 25),14,Ripensia Timișoara
1934,Alexandru Cuedan,2DF,(1910-09-26)26 September 1910 (aged 23),0,Rapid București
1934,Vasile Deheleanu,3MF,(1910-08-12)12 August 1910 (aged 23),1,Ripensia Timișoara
1934,Ștefan Dobay,4FW,(1909-09-26)26 September 1909 (aged 24),12,Ripensia Timișoara
1934,Gusztáv Juhász,3MF,(1911-12-19)19 December 1911 (aged 22),0,Juventus București
1934,István Klimek,4FW,(1913-04-15)15 April 1913 (aged 21),0,ILSA Timișoara
1934,Stanislav Konrad,1GK,(1913-10-23)23 October 1913 (aged 20),0,CA Timișoara
1934,Rudolf Kotormány,3MF,(1911-01-23)23 January 1911 (aged 23),6,Ripensia Timișoara
1934,Nicolae Kovács,4FW,(1911-12-29)29 December 1911 (aged 22),19,CAO Oradea
1934,József Moravetz,3MF,(1911-01-14)14 January 1911 (aged 23),8,RGM Timișoara
1934,Adalbert Püllöck,1GK,(1907-04-06)6 April 1907 (aged 27),5,Crișana Oradea
1934,Sándor Schwartz,4FW,(1909-01-18)18 January 1909 (aged 25),4,Ripensia Timișoara
1934,Grațian Sepi,4FW,(1910-12-30)30 December 1910 (aged 23),18,Universitatea Cluj
1934,Lazăr Sfera,2DF,(1909-04-29)29 April 1909 (aged 25),2,Venus București
1934,Emerich Vogl,2DF,(1905-08-12)12 August 1905 (aged 28),27,Juventus București
1934,Károly Weichelt,3MF,2 March 1906 (aged 28),1,CAO Oradea
1934,Vilmos Zombori,1GK,(1906-01-11)11 January 1906 (aged 28),3,Ripensia Timișoara
1934,Crisant Bosch,3MF,(1907-12-26)26 December 1907 (aged 26),7,Espanyol
1934,Campanal I,4FW,(1912-02-09)9 February 1912 (aged 22),0,Sevilla
1934,Chacho,4FW,(1911-04-14)14 April 1911 (aged 23),2,Deportivo La Coruña
1934,Leonardo Cilaurren,3MF,(1912-11-05)5 November 1912 (aged 21),8,Athletic Bilbao
1934,Ciriaco,2DF,(1904-08-08)8 August 1904 (aged 29),11,FC Madrid
1934,Fede,3MF,(1912-10-14)14 October 1912 (aged 21),2,Sevilla
1934,Guillermo Gorostiza,4FW,(1909-02-15)15 February 1909 (aged 25),9,Athletic Bilbao
1934,Hilario,3MF,(1905-12-08)8 December 1905 (aged 28),1,FC Madrid
1934,José Iraragorri,4FW,(1912-03-16)16 March 1912 (aged 22),1,Athletic Bilbao
1934,Lafuente,4FW,(1907-12-31)31 December 1907 (aged 26),5,Athletic Bilbao
1934,Isidro Lángara,4FW,(1912-05-25)25 May 1912 (aged 22),3,FC Oviedo
1934,Simón Lecue,3MF,(1912-02-11)11 February 1912 (aged 22),0,Betis Balompie
1934,Martín Marculeta,3MF,(1907-09-24)24 September 1907 (aged 26),13,Donostia
1934,Luis Marín Sabater,4FW,(1906-09-04)4 September 1906 (aged 27),0,Atlético Madrid
1934,José Muguerza,3MF,(1911-09-15)15 September 1911 (aged 22),1,Athletic Bilbao
1934,Juan José Nogués,1GK,(1909-03-28)28 March 1909 (aged 25),0,Barcelona
1934,Jacinto Quincoces,2DF,(1905-07-17)17 July 1905 (aged 28),19,FC Madrid
1934,Luis Regueiro,4FW,(1908-07-01)1 July 1908 (aged 25),16,FC Madrid
1934,Pedro Solé,3MF,(1905-05-07)7 May 1905 (aged 29),3,Espanyol
1934,Martí Ventolrà,3MF,(1906-12-16)16 December 1906 (aged 27),5,Barcelona
1934,Ramón Zabalo,2DF,(1910-06-10)10 June 1910 (aged 23),5,Barcelona
1934,Ricardo Zamora,1GK,(1901-01-21)21 January 1901 (aged 33),42,FC Madrid
1934,Ernst Andersson,3MF,(1909-03-26)26 March 1909 (aged 25),11,IFK Göteborg
1934,Otto Andersson,2DF,(1910-05-07)7 May 1910 (aged 24),9,Örgryte IS
1934,Sven Andersson,2DF,(1907-02-14)14 February 1907 (aged 27),15,AIK
1934,Nils Axelsson,2DF,(1906-01-18)18 January 1906 (aged 28),7,Hälsingborgs IF
1934,Lennart Bunke,4FW,(1912-04-03)3 April 1912 (aged 22),5,Hälsingborgs IF
1934,Rune Carlsson,3MF,(1909-10-01)1 October 1909 (aged 24),5,IFK Eskilstuna
1934,Victor Carlund,3MF,(1906-02-05)5 February 1906 (aged 28),6,Örgryte IS
1934,Gösta Dunker,4FW,(1905-09-16)16 September 1905 (aged 28),13,Sandvikens IF
1934,Ragnar Gustavsson,4FW,(1907-09-28)28 September 1907 (aged 26),6,GAIS
1934,Carl-Erik Holmberg,4FW,(1906-07-17)17 July 1906 (aged 27),8,Örgryte IS
1934,Sture Hult,1GK,(1910-10-19)19 October 1910 (aged 23),5,IFK Eskilstuna
1934,Gunnar Jansson,4FW,(1907-07-17)17 July 1907 (aged 26),1,Gefle IF
1934,Sven Jonasson,4FW,(1909-07-09)9 July 1909 (aged 24),2,IF Elfsborg
1934,Tore Keller,4FW,(1905-01-04)4 January 1905 (aged 29),18,IK Sleipner
1934,Knut Kroon,4FW,(1906-06-19)19 June 1906 (aged 27),31,Hälsingborgs IF
1934,Harry Lundahl,4FW,(1905-10-16)16 October 1905 (aged 28),14,IFK Eskilstuna
1934,Gunnar Olsson,4FW,(1908-07-19)19 July 1908 (aged 25),6,GAIS
1934,Anders Rydberg,1GK,(1903-03-03)3 March 1903 (aged 31),18,IFK Göteborg
1934,Nils Rosén,3MF,(1902-05-22)22 May 1902 (aged 32),20,Hälsingborgs IF
1934,Arvid Thörn,4FW,(1906-10-29)29 October 1906 (aged 27),2,IFK Grängesberg
1934,Eivar Widlund,1GK,(1905-06-15)15 June 1905 (aged 28),5,AIK
1934,André Abegglen,4FW,(1909-03-07)7 March 1909 (aged 25),29,Grasshopper
1934,Renato Bizzozero,1GK,(1912-09-07)7 September 1912 (aged 21),0,Lugano
1934,Joseph Bossi,4FW,(1911-08-29)29 August 1911 (aged 22),3,Bern
1934,Albert Büche,4FW,1911,5,Nordstern Basel
1934,Otto Bühler,4FW,,,Grasshopper
1934,Ernst Frick,3MF,,0,Luzern
1934,Louis Gobet,2DF,(1908-10-28)28 October 1908 (aged 25),1,Bern
1934,Albert Guinchard,3MF,(1914-11-10)10 November 1914 (aged 19),2,Servette
1934,Erwin Hochsträsser,4FW,,2,Lausanne-Sport
1934,Willy Huber,1GK,(1913-12-17)17 December 1913 (aged 20),2,Grasshopper
1934,Ernst Hufschmid,3MF,(1913-02-04)4 February 1913 (aged 21),6,Basel
1934,Fernand Jaccard,3MF,(1907-10-08)8 October 1907 (aged 26),0,La Tour-de-Peilz
1934,Alfred Jäck,4FW,(1911-08-02)2 August 1911 (aged 22),16,Basel
1934,Willy Jäggi,4FW,(1906-07-28)28 July 1906 (aged 27),14,Lausanne-Sport
1934,Leopold Kielholz,4FW,(1911-06-09)9 June 1911 (aged 22),4,Servette
1934,Edmond Loichot,3MF,,4,Servette
1934,Severino Minelli,2DF,(1909-09-06)6 September 1909 (aged 24),27,Grasshopper
1934,Arnaldo Ortelli,2DF,(1913-08-05)5 August 1913 (aged 20),0,Lugano
1934,Raymond Passello,4FW,(1905-01-12)12 January 1905 (aged 29),17,Servette
1934,Frank Séchehaye,1GK,(1907-11-03)3 November 1907 (aged 26),31,Servette
1934,Willy von Känel,4FW,(1909-10-30)30 October 1909 (aged 24),15,Bienne-Biel
1934,Walter Weiler,2DF,(1903-12-04)4 December 1903 (aged 30),7,Grasshopper
1934,Tom Amrhein,3MF,(1911-03-09)9 March 1911 (aged 23),0,Baltimore Canton
1934,Ed Czerkiewicz,2DF,(1912-07-08)8 July 1912 (aged 21),1,Pawtucket Rangers
1934,Walter Dick,4FW,(1905-09-20)20 September 1905 (aged 28),0,Pawtucket Rangers
1934,Aldo Donelli,4FW,(1907-07-22)22 July 1907 (aged 26),1,Pittsburgh Curry Silver Tops
1934,Bill Fiedler,3MF,(1910-01-10)10 January 1910 (aged 24),0,Philadelphia German-Americans
1934,Tom Florie,3MF,(1897-09-06)6 September 1897 (aged 36),7,Pawtucket Rangers
1934,Jimmy Gallagher,3MF,(1901-06-07)7 June 1901 (aged 32),7,Cleveland Slavia
1934,Billy Gonsalves,3MF,(1908-08-10)10 August 1908 (aged 25),5,"St. Louis Stix, Baer & Fuller"
1934,Al Harker,2DF,(1910-04-11)11 April 1910 (aged 24),0,Philadelphia German-Americans
1934,Julius Hjulian,1GK,(1903-03-15)15 March 1903 (aged 31),1,Chicago Wonderbolts
1934,William Lehman,3MF,(1901-12-20)20 December 1901 (aged 32),1,"St. Louis Stix, Baer & Fuller"
1934,Tom Lynch,3MF,,0,Brooklyn Celtic
1934,Joe Martinelli,2DF,(1916-08-22)22 August 1916 (aged 17),0,Pawtucket Rangers
1934,Willie McLean,4FW,(1904-01-27)27 January 1904 (aged 30),1,"St. Louis Stix, Baer & Fuller"
1934,George Moorhouse,2DF,(1901-05-04)4 May 1901 (aged 33),6,New York Americans
1934,Werner Nilsen,4FW,(1904-02-24)24 February 1904 (aged 30),1,"St. Louis Stix, Baer & Fuller"
1934,Peter Pietras,3MF,(1908-04-21)21 April 1908 (aged 26),1,Philadelphia German-Americans
1934,Herman Rapp,2DF,(1908-12-06)6 December 1908 (aged 25),0,Philadelphia German-Americans
1934,Francis Ryan,4FW,(1908-01-10)10 January 1908 (aged 26),2,Philadelphia German-Americans
1938,Michele Andreolo,3MF,(1912-09-06)6 September 1912 (aged 25),11,Bologna
1938,Sergio Bertoni,4FW,(1915-09-23)23 September 1915 (aged 22),3,Pisa
1938,Amedeo Biavati,4FW,(1915-04-04)4 April 1915 (aged 23),0,Bologna
1938,Carlo Ceresoli,1GK,(1910-05-14)14 May 1910 (aged 28),7,Bologna
1938,Bruno Chizzo,3MF,(1916-04-19)19 April 1916 (aged 22),0,Triestina
1938,Gino Colaussi,4FW,(1914-03-04)4 March 1914 (aged 24),12,Triestina
1938,Aldo Donati,3MF,(1910-09-29)29 September 1910 (aged 27),0,Roma
1938,Giovanni Ferrari,4FW,(1907-12-06)6 December 1907 (aged 30),38,Ambrosiana-Inter
1938,Pietro Ferraris,4FW,(1912-02-15)15 February 1912 (aged 26),3,Ambrosiana-Inter
1938,Alfredo Foni,2DF,(1911-01-20)20 January 1911 (aged 27),6,Juventus
1938,Mario Genta,3MF,(1912-03-01)1 March 1912 (aged 26),0,Genoa
1938,Ugo Locatelli,3MF,(1916-02-05)5 February 1916 (aged 22),7,Ambrosiana-Inter
1938,Guido Masetti,1GK,(1907-11-22)22 November 1907 (aged 30),1,Roma
1938,Giuseppe Meazza,3MF,(1910-08-23)23 August 1910 (aged 27),43,Ambrosiana-Inter
1938,Eraldo Monzeglio,2DF,(1906-06-05)5 June 1906 (aged 31),32,Roma
1938,Aldo Olivieri,1GK,(1910-10-02)2 October 1910 (aged 27),8,Lucchese
1938,Renato Olmi,3MF,(1914-07-12)12 July 1914 (aged 23),0,Ambrosiana-Inter
1938,Piero Pasinati,4FW,(1910-07-21)21 July 1910 (aged 27),10,Triestina
1938,Mario Perazzolo,3MF,(1911-06-07)7 June 1911 (aged 26),2,Genoa
